ID,Domain,Subdomain,Indikator,Pertanyaan,Tipe,Reverse Score,Bobot,Skala,Kunci Scoring,Difficulty,Status
RS-1034,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1035,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1036,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1037,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1038,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1039,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1040,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1041,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1042,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1043,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1044,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1045,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1046,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1047,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1048,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1049,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1050,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1051,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1052,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1053,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1054,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1055,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1056,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1057,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1058,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1059,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1060,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1061,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1062,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1063,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1064,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1065,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1066,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1067,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1068,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1069,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1070,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1071,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1072,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1073,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1074,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1075,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1076,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1077,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1078,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1079,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1080,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1081,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1082,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1083,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1084,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1085,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1086,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1087,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1088,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1089,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1090,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1091,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1092,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1093,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1094,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1095,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1096,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1097,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1098,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1099,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1100,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1101,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1102,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1103,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1104,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1105,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1106,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1107,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1108,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1109,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1110,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1111,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1112,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1113,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1114,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1115,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1116,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1117,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1118,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1119,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1120,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1121,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1122,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1123,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1124,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1125,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1126,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1127,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1128,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1129,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1130,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1131,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1132,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1133,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1134,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1135,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1136,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1137,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1138,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1139,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1140,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1141,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1142,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1143,Leadership,,,Saya mampu menerapkan kemampuan leadership secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1144,Emotional Resilience,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1145,Motivasi,,,Saya mampu menerapkan kemampuan motivasi secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1146,Disiplin,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek disiplin.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-1147,Kemandirian,,,Saya mampu menerapkan kemampuan kemandirian secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1148,Critical Thinking,,,Saya mampu menerapkan kemampuan critical thinking secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1149,Problem Solving,,,Saya mampu menerapkan kemampuan problem solving secara konsisten dalam berbagai situasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-1150,Komunikasi,,,Saya masih memiliki kebiasaan yang mengurangi efektivitas pada aspek komunikasi.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
