ID,Domain,Subdomain,Indikator,Pertanyaan,Tipe,Reverse Score,Bobot,Skala,Kunci Scoring,Difficulty,Status
RS-0230,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0231,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0232,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0233,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0234,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0235,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0236,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0237,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0238,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0239,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0240,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0241,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0242,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0243,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0244,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0245,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0246,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0247,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0248,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0249,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0250,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0251,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0252,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0253,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0254,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0255,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0256,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0257,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0258,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0259,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0260,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0261,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0262,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0263,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0264,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0265,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0266,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0267,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0268,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0269,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0270,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0271,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0272,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0273,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0274,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0275,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0276,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0277,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0278,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0279,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0280,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0281,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0282,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0283,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0284,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0285,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0286,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0287,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0288,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0289,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0290,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0291,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0292,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0293,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0294,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0295,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0296,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0297,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0298,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0299,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0300,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0301,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0302,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0303,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0304,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0305,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0306,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0307,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0308,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0309,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0310,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0311,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0312,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0313,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0314,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0315,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0316,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0317,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0318,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0319,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0320,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0321,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0322,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0323,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0324,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0325,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0326,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0327,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0328,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0329,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0330,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
RS-0331,Critical Thinking,,,Saya menunjukkan kemampuan yang baik dalam aspek critical thinking ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0332,Problem Solving,,,Saya menunjukkan kemampuan yang baik dalam aspek problem solving ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0333,Komunikasi,,,Saya menunjukkan kemampuan yang baik dalam aspek komunikasi ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0334,Leadership,,,Saya menunjukkan kemampuan yang baik dalam aspek leadership ketika menghadapi situasi belajar atau organisasi.,Positive,Tidak,1.0,Likert 1-5,1-2-3-4-5,Medium,Draft
RS-0335,Emotional Resilience,,,Saya sering kesulitan tetap tenang ketika menghadapi tantangan baru dalam emotional resilience.,Negative,Ya,1.0,Likert 1-5,5-4-3-2-1,Medium,Draft
