id,domain,subdomain,indicator,text,type,answerType,options,correctOption,scoringKey,weight,difficulty
V11_7_11_EQ_031,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 31: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_032,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 32: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_033,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 33: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_034,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 34: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_035,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 35: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_036,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 36: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_037,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 37: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_038,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 38: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_039,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 39: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_040,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 40: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_041,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 41: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_042,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 42: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_043,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 43: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_044,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 44: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_045,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 45: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_046,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 46: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_047,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 47: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_048,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 48: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_049,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 49: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_050,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 50: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_051,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 51: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_052,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 52: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_053,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 53: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_054,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 54: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_055,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 55: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_056,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 56: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_057,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 57: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_058,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 58: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_059,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 59: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_060,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 60: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_061,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 61: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_062,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 62: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_063,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 63: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_064,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 64: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_065,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 65: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_066,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 66: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_067,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 67: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_068,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 68: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_069,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 69: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_070,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 70: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_071,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 71: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_072,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 72: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_073,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 73: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_074,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 74: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_075,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 75: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_076,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 76: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_077,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 77: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_078,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 78: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_079,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 79: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_080,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 80: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_081,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 81: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_082,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 82: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_083,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 83: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_084,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 84: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_085,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 85: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_086,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 86: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_087,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 87: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_088,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 88: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_089,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 89: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_090,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 90: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_091,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 91: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_092,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 92: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_093,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 93: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_094,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 94: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_095,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 95: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_096,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 96: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
V11_7_11_EQ_097,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 97: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,1,1,1,MEDIUM
V11_7_11_EQ_098,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 98: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,2,1,1,MEDIUM
V11_7_11_EQ_099,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 99: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,3,1,1,MEDIUM
V11_7_11_EQ_100,Emotional Awareness,Self Awareness,Emotional Response,Fixture EQ item 100: pilih jawaban yang paling sesuai. ,SCENARIO,SINGLE_CHOICE_4,Pilihan 1||Pilihan 2||Pilihan 3||Pilihan 4,4,1,1,MEDIUM
